,A:7,A:aug,A:dim,A:dim7,A:hdim7,A:maj,A:maj6,A:maj7,A:min,A:min6,A:min7,A:minmaj7,A:sus2,A:sus4,Ab:7,Ab:aug,Ab:dim,Ab:dim7,Ab:hdim7,Ab:maj,Ab:maj6,Ab:maj7,Ab:min,Ab:min6,Ab:min7,Ab:minmaj7,Ab:sus2,Ab:sus4,B:7,B:aug,B:dim,B:hdim7,B:maj,B:maj6,B:maj7,B:min,B:min6,B:min7,B:sus2,B:sus4,Bb:7,Bb:aug,Bb:dim,Bb:hdim7,Bb:maj,Bb:maj6,Bb:maj7,Bb:min,Bb:min6,Bb:min7,Bb:minmaj7,Bb:sus2,Bb:sus4,C#:7,C#:aug,C#:dim,C#:dim7,C#:hdim7,C#:maj,C#:maj6,C#:maj7,C#:min,C#:min6,C#:min7,C#:minmaj7,C#:sus2,C#:sus4,C:7,C:aug,C:dim,C:dim7,C:hdim7,C:maj,C:maj6,C:maj7,C:min,C:min6,C:min7,C:minmaj7,C:sus2,C:sus4,D:7,D:aug,D:dim,D:dim7,D:hdim7,D:maj,D:maj6,D:maj7,D:min,D:min6,D:min7,D:sus2,D:sus4,E:7,E:aug,E:dim,E:dim7,E:hdim7,E:maj,E:maj6,E:maj7,E:min,E:min6,E:min7,E:minmaj7,E:sus2,E:sus4,Eb:7,Eb:aug,Eb:dim,Eb:dim7,Eb:hdim7,Eb:maj,Eb:maj6,Eb:maj7,Eb:min,Eb:min6,Eb:min7,Eb:minmaj7,Eb:sus2,Eb:sus4,F#:7,F#:aug,F#:dim,F#:dim7,F#:hdim7,F#:maj,F#:maj6,F#:maj7,F#:min,F#:min6,F#:min7,F#:minmaj7,F#:sus2,F#:sus4,F:7,F:aug,F:dim,F:dim7,F:hdim7,F:maj,F:maj6,F:maj7,F:min,F:min6,F:min7,F:minmaj7,F:sus2,F:sus4,G:7,G:aug,G:dim,G:dim7,G:hdim7,G:maj,G:maj6,G:maj7,G:min,G:min7,G:minmaj7,G:sus2,G:sus4
E:maj6,0.00%,0.00%,0.00%,0.00%,0.00%,9.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.27%,0.00%,4.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.27%,0.00%,0.00%,2.27%,0.00%,0.00%,0.00%,0.00%,0.00%,2.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.36%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,31.82%,0.00%,0.00%,2.27%,0.00%,0.00%,0.00%,0.00%,6.82%,0.00%,0.00%,0.00%,0.00%,0.00%,2.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.27%,0.00%,0.00%,0.00%,0.00%,6.82%,0.00%,0.00%,4.55%,0.00%,2.27%,0.00%,0.00%,2.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
E:maj7,0.00%,0.00%,0.00%,0.00%,0.00%,7.58%,0.00%,2.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.52%,0.00%,0.00%,6.57%,0.00%,3.03%,0.00%,0.51%,0.51%,0.00%,0.00%,0.00%,0.00%,10.10%,0.00%,0.51%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.51%,0.51%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.01%,0.00%,0.00%,0.00%,0.00%,2.53%,0.00%,0.00%,2.53%,0.00%,7.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.51%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.52%,0.00%,0.00%,0.51%,0.00%,0.00%,0.51%,0.00%,1.52%,0.00%,0.00%,0.51%,0.00%,14.14%,0.00%,4.04%,0.00%,1.01%,0.00%,0.00%,2.53%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.01%,0.00%,1.52%,3.03%,0.00%,2.53%,0.00%,0.00%,0.00%,1.01%,0.00%,0.00%,0.00%,0.00%,10.10%,0.51%,0.00%,1.01%,0.00%,0.51%,0.00%,0.51%,4.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.51%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
E:min,0.44%,0.00%,0.00%,0.00%,0.03%,9.46%,0.00%,0.00%,18.35%,0.00%,1.07%,0.00%,0.85%,0.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.03%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.00%,0.63%,0.00%,0.00%,7.80%,0.00%,0.90%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.27%,0.00%,0.11%,0.03%,0.00%,0.00%,0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.95%,0.03%,0.41%,0.19%,0.00%,0.00%,0.00%,0.08%,0.14%,0.08%,0.00%,0.00%,0.03%,0.00%,7.36%,0.19%,0.03%,4.76%,0.00%,0.36%,0.96%,0.49%,0.22%,0.00%,0.00%,0.00%,0.00%,1.78%,0.00%,0.11%,10.67%,0.00%,1.31%,0.00%,0.71%,0.85%,0.00%,0.19%,0.16%,0.00%,0.00%,0.16%,0.00%,0.05%,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.08%,0.00%,0.00%,1.07%,0.00%,0.00%,2.63%,0.00%,0.05%,0.00%,0.00%,0.27%,0.00%,0.00%,0.00%,0.00%,0.00%,6.02%,0.11%,0.41%,0.08%,0.00%,0.00%,0.00%,0.16%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,4.16%,0.11%,0.08%,0.14%,0.00%,0.00%,0.16%,0.03%
E:min6,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
E:min7,1.36%,0.00%,0.00%,0.00%,0.00%,4.09%,0.00%,0.00%,8.41%,0.00%,7.27%,0.00%,0.45%,0.91%,0.00%,0.00%,0.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,0.00%,0.00%,0.00%,0.00%,4.55%,0.00%,3.64%,0.00%,0.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.95%,0.00%,1.59%,0.91%,0.00%,0.00%,0.00%,0.91%,0.00%,0.23%,0.00%,0.00%,0.00%,0.00%,10.00%,0.68%,0.00%,1.36%,0.00%,1.82%,0.68%,1.59%,0.91%,0.00%,0.00%,0.00%,0.00%,2.73%,0.00%,0.00%,8.86%,0.00%,2.05%,0.00%,1.59%,2.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,0.00%,0.00%,0.00%,1.36%,0.00%,1.14%,0.00%,0.00%,0.00%,0.45%,0.00%,0.00%,0.00%,0.00%,5.23%,0.45%,1.14%,0.00%,0.00%,0.00%,0.00%,1.14%,0.00%,0.23%,0.00%,0.00%,0.00%,0.00%,6.36%,0.23%,0.45%,0.23%,0.00%,0.00%,1.36%,0.23%
E:minmaj7,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
E:sus2,0.00%,0.00%,0.00%,0.00%,0.00%,6.08%,0.00%,1.35%,1.35%,0.00%,0.00%,0.00%,4.05%,0.34%,1.69%,0.00%,0.00%,0.00%,0.00%,1.01%,0.00%,0.00%,0.34%,0.00%,3.38%,0.00%,0.00%,0.00%,0.34%,0.00%,0.00%,0.00%,5.74%,0.34%,0.00%,1.69%,0.00%,0.00%,0.68%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.68%,0.00%,0.00%,1.01%,0.00%,0.34%,0.00%,0.00%,2.03%,0.00%,0.00%,0.34%,0.00%,0.00%,4.39%,0.00%,1.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.72%,0.68%,0.00%,0.00%,0.00%,0.00%,0.34%,0.00%,1.01%,0.00%,0.00%,0.00%,0.00%,20.61%,0.34%,0.00%,10.47%,0.00%,3.72%,0.00%,3.04%,1.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.34%,0.00%,1.01%,0.00%,0.00%,0.68%,0.68%,0.00%,0.00%,0.00%,0.00%,1.35%,0.00%,0.00%,1.69%,0.00%,1.35%,0.00%,0.34%,1.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.08%,0.00%,0.68%,0.00%,0.00%,0.00%,1.35%,0.00%
E:sus4,0.29%,0.00%,0.00%,0.00%,0.00%,7.62%,0.00%,0.00%,11.44%,0.00%,0.88%,0.00%,0.88%,0.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.29%,0.00%,0.00%,2.05%,0.00%,0.29%,0.00%,0.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.29%,0.00%,0.00%,2.05%,0.00%,0.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.64%,0.00%,0.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.59%,0.00%,0.00%,0.00%,0.00%,0.00%,7.62%,0.00%,0.00%,2.35%,0.00%,0.29%,0.59%,0.88%,0.29%,0.00%,0.00%,0.00%,0.00%,26.98%,0.29%,0.00%,10.26%,0.00%,0.88%,0.00%,1.47%,6.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.29%,0.00%,0.00%,2.05%,0.00%,0.59%,0.00%,0.00%,0.29%,0.00%,0.00%,0.00%,0.00%,0.00%,2.05%,0.00%,0.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.11%,0.00%,0.59%,0.00%,0.00%,0.00%,0.00%,0.00%
Eb:7,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.71%,0.00%,0.00%,0.00%,0.00%,24.29%,0.00%,0.71%,13.57%,0.00%,6.43%,0.00%,2.14%,6.43%,0.00%,0.00%,0.00%,0.00%,2.86%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.71%,0.00%,1.43%,0.00%,0.71%,0.00%,0.00%,0.00%,0.00%,1.43%,0.00%,4.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.86%,0.00%,6.43%,0.00%,0.00%,0.71%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.71%,0.00%,0.71%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.14%,0.00%,0.00%,0.00%,0.00%,9.29%,0.00%,0.00%,2.14%,0.00%,0.71%,0.00%,1.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.43%,0.00%,0.71%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.71%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.86%,0.00%,0.00%,0.00%,0.00%,0.71%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.71%,0.00%,0.00%,0.00%,0.00%,0.00%
Eb:aug,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,25.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15.00%,0.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Eb:dim,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.82%,0.00%,0.00%,5.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.56%,0.00%,0.00%,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.56%,0.00%,0.00%,2.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,28.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.69%,0.00%,0.00%,5.13%,0.00%,0.00%,0.00%,0.00%,10.26%,0.00%,0.00%,12.82%,0.00%,0.00%,2.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Eb:dim7,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Eb:hdim7,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.14%,0.00%,0.00%,0.00%,0.00%,28.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,28.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.14%,0.00%,0.00%,0.00%,0.00%,0.00%,7.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,21.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Eb:maj,0.00%,0.00%,0.10%,0.00%,0.06%,0.12%,0.00%,0.00%,0.06%,0.00%,0.04%,0.00%,0.00%,0.00%,0.02%,0.00%,0.02%,0.00%,0.00%,13.76%,0.02%,0.85%,4.40%,0.00%,0.19%,0.00%,1.07%,0.33%,0.00%,0.00%,0.00%,0.00%,0.27%,0.00%,0.06%,0.14%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,6.91%,0.04%,0.10%,0.93%,0.00%,0.04%,0.00%,0.08%,0.17%,0.06%,0.00%,0.02%,0.00%,0.00%,4.83%,0.08%,0.00%,0.23%,0.00%,0.00%,0.00%,0.21%,0.04%,0.08%,0.00%,0.00%,0.00%,0.00%,1.18%,0.00%,0.00%,7.57%,0.00%,0.85%,0.00%,0.12%,0.19%,0.08%,0.19%,0.27%,0.00%,0.00%,1.73%,0.00%,0.00%,2.89%,0.00%,0.21%,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,0.02%,0.60%,0.00%,0.04%,0.08%,0.00%,0.00%,0.02%,0.00%,0.00%,0.43%,0.00%,0.00%,0.00%,0.00%,11.66%,0.31%,1.40%,0.76%,0.00%,0.06%,0.00%,1.75%,0.66%,0.00%,0.00%,0.08%,0.00%,0.00%,0.41%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,0.02%,0.00%,0.00%,0.00%,15.25%,0.08%,0.00%,7.84%,0.00%,1.07%,0.00%,0.52%,0.95%,0.00%,0.00%,0.00%,0.00%,0.00%,1.24%,0.00%,0.00%,2.87%,0.58%,0.00%,0.04%,0.08%
Eb:maj6,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.79%,0.00%,3.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.36%,1.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.36%,0.00%,0.00%,0.00%,0.00%,0.00%,12.50%,3.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,23.21%,0.00%,1.79%,0.00%,1.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.79%,0.00%,0.00%,3.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.36%,0.00%,1.79%,0.00%,0.00%,0.00%,0.00%,10.71%,1.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.79%,0.00%,0.00%,5.36%,0.00%,3.57%,0.00%,1.79%,1.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
